report_date,governorate,city,longitude,latitude,issue_type,report_headline,report_detail,text_length,report_category,proximity_to_service,repetition_flag,report_truth
2025-08-05,Suez,Ataka,32.496933,29.978314,electricity,!!! FIRE !!! - Electric Sparking,FIRE!! Power surges are damaging appliances in the whole building. No one is answering the phone.,130,citizen,1,0,Emergency
2025-10-23,Suez,Ain Sokhna,32.501088,29.981809,water,Sewage Overflow,A 4-inch diameter pipe burst in front of Building 18.,69,citizen,1,0,True
2025-10-25,Red Sea,El Gouna,33.828114,27.22597,telecom,Cable Cut,The telephone landline has been dead for three days. People are suffocating and cannot breathe. I already called before and nothing happened.,151,citizen,0,0,Emergency
2025-04-12,Dakahlia,Mansoura,31.332668,31.105531,waste_garbage,Neighborhood Security Issue,There are suspicious people gathering near Street 140 at night.,91,citizen,1,0,Out_of_scope
2025-06-07,Giza,6th of October City,31.151169,30.033276,telecom,Cable Cut,I am not sure but maybe the telephone landline has been dead for three days. I could be wrong about this.,115,citizen,0,0,False
2025-06-25,Sohag,Tahta,31.742215,26.565983,road_damage,Large Pothole,A large pothole on Street 93 is damaging vehicles. Children and elderly people are trapped inside.,112,business,1,0,Emergency
2025-07-18,Minya,Abu Qurqas,30.739173,28.184415,waste_garbage,[Follow-up] Illegal Dumping,Resubmitting my complaint about Illegal dumping of construction waste near Building 13.,115,citizen,1,1,Repeated
2026-02-15,Aswan,Edfu,32.943375,24.071481,water,[Follow-up] Sewage Overflow,"Still not resolved, I reported this last week: A 4-inch diameter pipe burst in front of Building 20.",128,citizen,1,1,Repeated
2025-10-28,Giza,Imbaba,31.178802,29.948268,electricity,...,A technical fai,19,citizen,1,0,Unclear
2025-09-14,Giza,Dokki,31.232575,30.061469,telecom,Phone Line Dead,"The telephone landline has been dead for three days. Fix it ASAP, we can't live like this.",106,citizen,0,0,True
2026-03-08,Sharqia,Belbeis,31.516557,30.512371,telecom,Signal Loss,Mobile signal is completely lost in the Street 51 area. It has been like this for two days.,103,citizen,1,0,True
2025-10-13,Alexandria,Sidi Gaber,29.911908,31.172258,road_damage,Damaged Pavement,A friend said he saw road is flooded and completely impassable near Building 63. I could be wrong about this.,126,citizen,0,0,False
2026-01-29,Sohag,Girga,31.710127,26.625989,water,!!! CRITICAL !!! - Burst Pipe,CRITICAL!! The water smells terrible and is brown in color. No one is answering the phone.,120,citizen,1,0,Emergency
2025-09-25,Ismailia,Fayed,32.269843,30.605286,waste_garbage,Illegal Dumping,Dead carcass in the middle of the road causing a health risk. The structure looks like it may collapse. Please help quickly!,140,business,1,0,Emergency
2025-08-18,Sharqia,Belbeis,31.552683,30.574201,waste_garbage,!!! CRITICAL !!! - Garbage Pile,CRITICAL!! Mountains of waste blocking the pavement on Street 126. The whole street is blocked.,127,citizen,1,0,Emergency
2025-09-04,Luxor,Luxor City,32.602462,25.698834,waste_garbage,Health Hazard Waste,I am not sure but maybe trash has not been collected from Street 140 for a week. although my neighbor disagrees.,132,citizen,0,0,False
2025-06-12,Gharbia,Tanta,31.012172,30.867257,water,Noise Complaint,Neighbors are making too much noise late at night at Building 57.,81,citizen,0,0,Out_of_scope
2025-06-08,Ismailia,El Qantara,32.213778,30.543057,road_damage,Traffic Accident Report,"A car accident occurred at Street 53, need police assistance.",85,citizen,1,0,Out_of_scope
2026-02-04,Gharbia,Mahalla,31.108784,30.886938,telecom,Phone Line Dead,Mobile signal is completely lost in the Street 132 area.,72,citizen,0,0,True
2026-03-02,Suez,El Arbaeen,32.591636,30.019357,water,Water Leak,"Water pressure is extremely low, nothing comes from the tap.",71,citizen,1,0,True
2026-02-21,Sharqia,Abu Hammad,31.558671,30.618853,electricity,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-06-24,Suez,El Arbaeen,32.597108,30.022817,telecom,Signal Loss,The telephone landline has been dead for three days. People are suffocating and cannot breathe.,107,citizen,1,0,Emergency
2025-09-02,Minya,Minya City,30.770489,28.037251,telecom,No Internet,I am not sure but maybe the telephone landline has been dead for three days. I could be wrong about this.,117,citizen,0,0,False
2025-10-01,Ismailia,Abu Sultan,32.340736,30.541936,water,[Follow-up] Sewage Overflow,Following up on my previous report about Sewage water is flooding the entrance of Street 71.,120,citizen,1,1,Repeated
2025-08-08,Sharqia,Abu Hammad,31.539137,30.623858,electricity,[Follow-up] Power Outage,I reported this before but it was not fixed: The electricity has been out at Building 12 for hours.,124,citizen,1,1,Repeated
2025-12-13,Ismailia,El Qantara,32.302796,30.517986,road_damage,[Follow-up] Road Collapse,Following up on my previous report about Road is flooded and completely impassable near Building 55.,126,citizen,1,1,Repeated
2025-05-12,Giza,Haram,31.176781,29.98441,electricity,Electric Sparking,A friend said he saw the electricity has been out at Building 18 for hours. although my neighbor disagrees.,125,citizen,0,0,False
2025-09-02,Ismailia,Fayed,32.290072,30.663683,water,Burst Pipe,A 4-inch diameter pipe burst in front of Building 28. This is a total mess.,86,citizen,1,0,True
2025-11-09,Ismailia,Ismailia City,32.28766,30.556207,gas_issue,Valve Damage,The main gas meter is making a loud whistling sound.,65,citizen,1,0,True
2025-06-22,Aswan,Daraw,32.899733,24.026939,water,Burst Pipe,I heard rumors about sewage water is flooding the entrance of Street 19. though everything looks fine from outside.,126,citizen,0,0,False
2025-11-14,Minya,Beni Mazar,30.793559,28.182612,water,!!! URGENT !!! - Burst Pipe,URGENT!! A 4-inch diameter pipe burst in front of Building 76.,90,citizen,0,0,Emergency
2025-06-13,Sharqia,Belbeis,31.50415,30.520888,waste_garbage,!!! CRITICAL !!! - Garbage Pile,CRITICAL!! The garbage smell is unbearable and attracting insects.,98,citizen,1,0,Emergency
2025-08-20,Ismailia,Ismailia City,32.261498,30.566127,telecom,Lost Pet,My cat has been missing since yesterday near Building 8.,65,citizen,1,0,Out_of_scope
2026-01-14,Suez,Ataka,32.583064,29.905911,telecom,Signal Loss,A cable appears to have been cut near Street 3.,59,citizen,0,0,True
2025-07-29,Suez,Suez City,32.474497,30.010229,gas_issue,Suspected Gas Explosion,I heard rumors about a very strong smell of gas detected at Building 35. although my neighbor disagrees.,128,citizen,0,0,False
2026-04-03,Sohag,Akhmim,31.656519,26.53783,waste_garbage,Garbage Pile,Illegal dumping of construction waste near Building 74.,68,citizen,1,0,True
2025-04-30,Alexandria,Miami,29.975898,31.269086,waste_garbage,!!! EXPLOSION !!! - Dead Animal,EXPLOSION!! The garbage smell is unbearable and attracting insects. This is a total mess.,121,business,1,0,Emergency
2025-06-25,Cairo,Downtown Cairo,31.230115,29.975428,road_damage,Damaged Pavement,A large pothole on Street 73 is damaging vehicles.,67,citizen,1,0,True
2025-07-06,Aswan,Edfu,32.898738,24.103571,water,Water Leak,I think there might be the water smells terrible and is brown in color. I could be wrong about this.,111,citizen,0,0,False
2025-08-01,Dakahlia,Mansoura,31.360904,31.077829,electricity,Lost Pet,My cat has been missing since yesterday near Building 14.,66,business,1,0,Out_of_scope
2025-09-20,Suez,El Arbaeen,32.617204,29.901684,water,???,Main supply lin,19,citizen,1,0,Unclear
2025-11-21,Ismailia,Fayed,32.233259,30.554383,waste_garbage,[Follow-up] Illegal Dumping,"Still not resolved, I reported this last week: The garbage smell is unbearable and attracting insects.",130,citizen,1,1,Repeated
2025-08-15,Minya,Minya City,30.6966,28.054766,water,asdfgh,A 4-inch diamet,22,citizen,0,0,Unclear
2026-03-15,Minya,Abu Qurqas,30.7818,28.162122,water,Sewage Overflow,The water smells terrible and is brown in color. It has been like this for two days.,100,citizen,0,0,True
2025-12-17,Cairo,Downtown Cairo,31.244653,30.101136,water,Burst Pipe,Main supply line is leaking heavily near the valve. No one is answering the phone.,93,citizen,1,0,True
2026-02-03,Ismailia,Ismailia City,32.232911,30.609672,gas_issue,Noise Complaint,Neighbors are making too much noise late at night at Building 3.,80,citizen,1,0,Out_of_scope
2025-09-03,Giza,Dokki,31.137002,30.076365,gas_issue,Medical Emergency,"Someone collapsed on Street 147, we need an ambulance now.",76,citizen,1,0,Out_of_scope
2025-09-25,Gharbia,Mahalla,30.980181,30.866662,water,No Water Supply,Main supply line is leaking heavily near the valve.,67,citizen,1,0,True
2026-01-07,Qalyubia,Banha,31.261907,30.407505,road_damage,Flooded Road,The pavement is cracked and very dangerous for pedestrians.,72,citizen,1,0,True
2026-02-17,Minya,Abu Qurqas,30.828945,28.039275,electricity,[Follow-up] Frequent Voltage Drops,I reported this before but it was not fixed: Live wires are exposed on the pole near Street 136.,131,citizen,1,1,Repeated
2025-06-11,Sohag,Sohag City,31.767348,26.601248,road_damage,Damaged Pavement,Part of the road near Building 50 has completely collapsed. Everything is broken.,98,citizen,0,0,True
2025-12-11,Red Sea,El Gouna,33.761717,27.267997,road_damage,Damaged Pavement,I am not sure but maybe part of the road near Building 70 has completely collapsed. but I have not seen it myself.,131,citizen,0,0,False
2026-02-12,Cairo,Heliopolis,31.187934,30.111263,waste_garbage,Dead Animal,The garbage smell is unbearable and attracting insects. No one is answering the phone.,98,citizen,1,0,True
2025-05-17,Dakahlia,El Gamalia,31.35455,31.050163,electricity,School Enrollment Question,I want to know how to enroll my child in the nearby school.,86,business,1,0,Out_of_scope
2026-01-09,Suez,El Arbaeen,32.564032,29.922518,water,[Follow-up] Sewage Overflow,I reported this before but it was not fixed: Sewage water is flooding the entrance of Street 45.,124,citizen,1,1,Repeated
2025-10-28,Sharqia,Zagazig,31.469215,30.536833,road_damage,test report,Road is flooded,27,citizen,1,0,Unclear
2026-04-09,Sohag,Girga,31.658134,26.550461,electricity,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2026-03-03,Alexandria,Downtown Alexandria,29.899294,31.198993,waste_garbage,Garbage Pile,Dead carcass in the middle of the road causing a health risk. Immediate danger — residents are evacuating.,119,citizen,1,0,Emergency
2025-06-09,Dakahlia,Talkha,31.312572,31.108666,electricity,Electric Sparking,The electricity has been out at Building 49 for hours.,72,business,0,0,True
2026-01-02,Cairo,Downtown Cairo,31.1821,30.115191,telecom,Traffic Accident Report,"A car accident occurred at Street 112, need police assistance.",86,citizen,1,0,Out_of_scope
2026-03-13,Luxor,Armant,32.607184,25.712896,telecom,[Follow-up] Signal Loss,I reported this before but it was not fixed: Mobile signal is completely lost in the Street 25 area.,124,citizen,1,1,Repeated
2025-11-25,Sohag,Tahta,31.619818,26.510948,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 44. People are suffocating and cannot breathe.,107,citizen,1,0,Emergency
2026-02-19,Dakahlia,El Gamalia,31.372024,31.015504,water,!!! EXPLOSION !!! - No Water Supply,EXPLOSION!! Sewage water is flooding the entrance of Street 68.,99,citizen,1,0,Emergency
2025-04-09,Sharqia,10th of Ramadan City,31.552828,30.596276,road_damage,Flooded Road,Part of the road near Building 54 has completely collapsed.,72,citizen,1,0,True
2026-03-19,Minya,Mallawi,30.79145,28.049145,road_damage,[Follow-up] Road Collapse,I reported this before but it was not fixed: Part of the road near Building 22 has completely collapsed.,130,citizen,1,1,Repeated
2026-04-03,Qalyubia,Qalyub,31.178062,30.382657,waste_garbage,Check this,test,15,citizen,1,0,Unclear
2026-02-17,Minya,Beni Mazar,30.694243,28.047903,road_damage,[Follow-up] Large Pothole,Resubmitting my complaint about A large pothole on Street 146 is damaging vehicles.,109,citizen,1,1,Repeated
2025-06-02,Sharqia,Abu Hammad,31.495994,30.568987,gas_issue,School Enrollment Question,I want to know how to enroll my child in the nearby school.,86,citizen,1,0,Out_of_scope
2025-12-14,Dakahlia,Mit Ghamr,31.376735,30.964287,waste_garbage,Garbage Pile,The garbage smell is unbearable and attracting insects. People are suffocating and cannot breathe. I already called before and nothing happened.,157,citizen,0,0,Emergency
2025-07-20,Minya,Abu Qurqas,30.736984,28.073007,waste_garbage,Check this,help,15,citizen,0,0,Unclear
2026-03-24,Luxor,Esna,32.695807,25.628904,telecom,Phone Line Dead,The telephone landline has been dead for three days.,68,citizen,1,0,True
2025-08-10,Qalyubia,Shubra El Kheima,31.211075,30.308136,telecom,...,The telephone l,19,citizen,1,1,Unclear
2025-04-28,Sohag,Girga,31.725916,26.598834,water,No Water Supply,A 4-inch diameter pipe burst in front of Building 4. It has been like this for two days.,104,citizen,0,0,True
2025-06-02,Cairo,Shubra,31.301542,29.965824,road_damage,[Follow-up] Large Pothole,This is the second time I am reporting Part of the road near Building 77 has completely collapsed.,124,citizen,1,1,Repeated
2025-09-18,Ismailia,Abu Sultan,32.251736,30.584309,telecom,Cable Cut,The telephone landline has been dead for three days.,62,citizen,1,0,True
2025-11-27,Sohag,Girga,31.710704,26.568833,telecom,No Internet,Mobile signal is completely lost in the Street 73 area. The whole street is blocked.,96,citizen,1,0,True
2025-11-09,Gharbia,Kafr El Zayat,31.078876,30.819289,telecom,???,A cable appears,19,citizen,1,0,Unclear
2026-01-12,Suez,Suez City,32.628961,29.980084,waste_garbage,Dead Animal,Mountains of waste blocking the pavement on Street 49. The situation is critical and life-threatening.,114,citizen,1,0,Emergency
2025-12-16,Gharbia,Tanta,31.074947,30.870625,water,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-12-31,Dakahlia,Talkha,31.374902,31.050091,gas_issue,Gas Leak,Neighbors are evacuating due to the strong gas odor.,61,citizen,1,0,True
2025-08-18,Luxor,Armant,32.698936,25.673297,waste_garbage,Lost Pet,My cat has been missing since yesterday near Building 18.,66,citizen,1,1,Out_of_scope
2026-01-13,Minya,Minya City,30.771265,28.107913,water,Traffic Accident Report,"A car accident occurred at Street 46, need police assistance.",85,citizen,1,0,Out_of_scope
2025-10-27,Alexandria,Montazah,29.907406,31.189494,electricity,Transformer Explosion,The electricity has been out at Building 62 for hours. It has been like this for two days.,112,citizen,1,1,True
2025-07-17,Ismailia,Ismailia City,32.231312,30.61677,electricity,!!! EXPLOSION !!! - Electric Sparking,EXPLOSION!! The electricity has been out at Building 40 for hours. Please help quickly!,125,citizen,1,0,Emergency
